v1,v2,Unnamed: 2,Unnamed: 3,Unnamed: 4,cleaned_v2,tokens,tokens_nostop,tokens_stemmed,tokens_lemmatized
ham,Did u turn on the heater? The heater was on and set to &lt;#&gt; degrees.,,,,did u turn on the heater the heater was on and set to ltgt degrees,"['did', 'u', 'turn', 'on', 'the', 'heater', 'the', 'heater', 'was', 'on', 'and', 'set', 'to', 'ltgt', 'degrees']","['u', 'turn', 'heater', 'heater', 'set', 'ltgt', 'degrees']","['u', 'turn', 'heater', 'heater', 'set', 'ltgt', 'degre']","['u', 'turn', 'heater', 'heater', 'set', 'ltgt', 'degre']"
ham,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,,,,thanks for your message i really appreciate your sacrifice im not sure of the process of direct pay but will find out on my way back from the test tomorrow im in class now do have a wonderful day,"['thanks', 'for', 'your', 'message', 'i', 'really', 'appreciate', 'your', 'sacrifice', 'im', 'not', 'sure', 'of', 'the', 'process', 'of', 'direct', 'pay', 'but', 'will', 'find', 'out', 'on', 'my', 'way', 'back', 'from', 'the', 'test', 'tomorrow', 'im', 'in', 'class', 'now', 'do', 'have', 'a', 'wonderful', 'day']","['thanks', 'message', 'really', 'appreciate', 'sacrifice', 'im', 'sure', 'process', 'direct', 'pay', 'find', 'way', 'back', 'test', 'tomorrow', 'im', 'class', 'wonderful', 'day']","['thank', 'messag', 'realli', 'appreci', 'sacrific', 'im', 'sure', 'process', 'direct', 'pay', 'find', 'way', 'back', 'test', 'tomorrow', 'im', 'class', 'wonder', 'day']","['thank', 'messag', 'realli', 'appreci', 'sacrific', 'im', 'sure', 'process', 'direct', 'pay', 'find', 'way', 'back', 'test', 'tomorrow', 'im', 'class', 'wonder', 'day']"
ham,"That's the trouble with classes that go well - you're due a dodgey one Û_ Expecting mine tomo! See you for recovery, same time, same place ",,,,thats the trouble with classes that go well youre due a dodgey one û_ expecting mine tomo see you for recovery same time same place,"['thats', 'the', 'trouble', 'with', 'classes', 'that', 'go', 'well', 'youre', 'due', 'a', 'dodgey', 'one', 'û_', 'expecting', 'mine', 'tomo', 'see', 'you', 'for', 'recovery', 'same', 'time', 'same', 'place']","['thats', 'trouble', 'classes', 'go', 'well', 'youre', 'due', 'dodgey', 'one', 'û_', 'expecting', 'mine', 'tomo', 'see', 'recovery', 'time', 'place']","['that', 'troubl', 'class', 'go', 'well', 'your', 'due', 'dodgey', 'one', 'û_', 'expect', 'mine', 'tomo', 'see', 'recoveri', 'time', 'place']","['that', 'troubl', 'class', 'go', 'well', 'your', 'due', 'dodgey', 'one', 'û_', 'expect', 'mine', 'tomo', 'see', 'recoveri', 'time', 'place']"
spam,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674&,,,,free video camera phones with half price line rental for mths and cross ntwk mins txts call mobileupd or calloptout,"['free', 'video', 'camera', 'phones', 'with', 'half', 'price', 'line', 'rental', 'for', 'mths', 'and', 'cross', 'ntwk', 'mins', 'txts', 'call', 'mobileupd', 'or', 'calloptout']","['free', 'video', 'camera', 'phones', 'half', 'price', 'line', 'rental', 'mths', 'cross', 'ntwk', 'mins', 'txts', 'call', 'mobileupd', 'calloptout']","['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mth', 'cross', 'ntwk', 'min', 'txt', 'call', 'mobileupd', 'calloptout']","['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', 'mth', 'cross', 'ntwk', 'min', 'txt', 'call', 'mobileupd', 'calloptout']"
ham,WOT U UP 2 J?,,,,wot u up j,"['wot', 'u', 'up', 'j']","['wot', 'u', 'j']","['wot', 'u', 'j']","['wot', 'u', 'j']"
ham,"Night night, see you tomorrow",,,,night night see you tomorrow,"['night', 'night', 'see', 'you', 'tomorrow']","['night', 'night', 'see', 'tomorrow']","['night', 'night', 'see', 'tomorrow']","['night', 'night', 'see', 'tomorrow']"
ham,Roger that. WeÛ÷re probably going to rem in about 20,,,,roger that weûre probably going to rem in about,"['roger', 'that', 'weûre', 'probably', 'going', 'to', 'rem', 'in', 'about']","['roger', 'weûre', 'probably', 'going', 'rem']","['roger', 'weûr', 'probabl', 'go', 'rem']","['roger', 'weûr', 'probabl', 'go', 'rem']"
ham,do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,,,,do u think that any girl will propose u today by seing ur bloody funky shit fucking faceasssssholeeee,"['do', 'u', 'think', 'that', 'any', 'girl', 'will', 'propose', 'u', 'today', 'by', 'seing', 'ur', 'bloody', 'funky', 'shit', 'fucking', 'faceasssssholeeee']","['u', 'think', 'girl', 'propose', 'u', 'today', 'seing', 'ur', 'bloody', 'funky', 'shit', 'fucking', 'faceasssssholeeee']","['u', 'think', 'girl', 'propos', 'u', 'today', 'se', 'ur', 'bloodi', 'funki', 'shit', 'fuck', 'faceasssssholeee']","['u', 'think', 'girl', 'propos', 'u', 'today', 'se', 'ur', 'bloodi', 'funki', 'shit', 'fuck', 'faceasssssholeee']"
ham,I wish u were here. I feel so alone,,,,i wish u were here i feel so alone,"['i', 'wish', 'u', 'were', 'here', 'i', 'feel', 'so', 'alone']","['wish', 'u', 'feel', 'alone']","['wish', 'u', 'feel', 'alon']","['wish', 'u', 'feel', 'alon']"
spam,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,,,,great new offer double mins double txt on best orange tariffs and get latest camera phones free call mobileupd free on now or stoptxt tcs,"['great', 'new', 'offer', 'double', 'mins', 'double', 'txt', 'on', 'best', 'orange', 'tariffs', 'and', 'get', 'latest', 'camera', 'phones', 'free', 'call', 'mobileupd', 'free', 'on', 'now', 'or', 'stoptxt', 'tcs']","['great', 'new', 'offer', 'double', 'mins', 'double', 'txt', 'best', 'orange', 'tariffs', 'get', 'latest', 'camera', 'phones', 'free', 'call', 'mobileupd', 'free', 'stoptxt', 'tcs']","['great', 'new', 'offer', 'doubl', 'min', 'doubl', 'txt', 'best', 'orang', 'tariff', 'get', 'latest', 'camera', 'phone', 'free', 'call', 'mobileupd', 'free', 'stoptxt', 'tc']","['great', 'new', 'offer', 'doubl', 'min', 'doubl', 'txt', 'best', 'orang', 'tariff', 'get', 'latest', 'camera', 'phone', 'free', 'call', 'mobileupd', 'free', 'stoptxt', 'tc']"
ham,Reason is if the team budget is available at last they buy the unsold players for at base rate..,,,,reason is if the team budget is available at last they buy the unsold players for at base rate,"['reason', 'is', 'if', 'the', 'team', 'budget', 'is', 'available', 'at', 'last', 'they', 'buy', 'the', 'unsold', 'players', 'for', 'at', 'base', 'rate']","['reason', 'team', 'budget', 'available', 'last', 'buy', 'unsold', 'players', 'base', 'rate']","['reason', 'team', 'budget', 'avail', 'last', 'buy', 'unsold', 'player', 'base', 'rate']","['reason', 'team', 'budget', 'avail', 'last', 'buy', 'unsold', 'player', 'base', 'rate']"
ham,CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,,,,ceri u rebel sweet dreamz me little buddy c ya moro who needs blokes,"['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'me', 'little', 'buddy', 'c', 'ya', 'moro', 'who', 'needs', 'blokes']","['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'little', 'buddy', 'c', 'ya', 'moro', 'needs', 'blokes']","['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'littl', 'buddi', 'c', 'ya', 'moro', 'need', 'bloke']","['ceri', 'u', 'rebel', 'sweet', 'dreamz', 'littl', 'buddi', 'c', 'ya', 'moro', 'need', 'bloke']"
spam,ringtoneking 84484,,,,ringtoneking,['ringtoneking'],['ringtoneking'],['ringtonek'],['ringtonek']
ham,Huh i cant thk of more oredi how many pages do we have?,,,,huh i cant thk of more oredi how many pages do we have,"['huh', 'i', 'cant', 'thk', 'of', 'more', 'oredi', 'how', 'many', 'pages', 'do', 'we', 'have']","['huh', 'cant', 'thk', 'oredi', 'many', 'pages']","['huh', 'cant', 'thk', 'oredi', 'mani', 'page']","['huh', 'cant', 'thk', 'oredi', 'mani', 'page']"
ham,His frens go then he in lor. Not alone wif my mum n sis lor.,,,,his frens go then he in lor not alone wif my mum n sis lor,"['his', 'frens', 'go', 'then', 'he', 'in', 'lor', 'not', 'alone', 'wif', 'my', 'mum', 'n', 'sis', 'lor']","['frens', 'go', 'lor', 'alone', 'wif', 'mum', 'n', 'sis', 'lor']","['fren', 'go', 'lor', 'alon', 'wif', 'mum', 'n', 'si', 'lor']","['fren', 'go', 'lor', 'alon', 'wif', 'mum', 'n', 'si', 'lor']"
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there,,,,nationwide auto centre or something like that on newport road i liked them there,"['nationwide', 'auto', 'centre', 'or', 'something', 'like', 'that', 'on', 'newport', 'road', 'i', 'liked', 'them', 'there']","['nationwide', 'auto', 'centre', 'something', 'like', 'newport', 'road', 'liked']","['nationwid', 'auto', 'centr', 'someth', 'like', 'newport', 'road', 'like']","['nationwid', 'auto', 'centr', 'someth', 'like', 'newport', 'road', 'like']"
ham,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly",,,,hey i missed you tm of last night as my phone was on the charge smiles i am meeting a friend shortly,"['hey', 'i', 'missed', 'you', 'tm', 'of', 'last', 'night', 'as', 'my', 'phone', 'was', 'on', 'the', 'charge', 'smiles', 'i', 'am', 'meeting', 'a', 'friend', 'shortly']","['hey', 'missed', 'tm', 'last', 'night', 'phone', 'charge', 'smiles', 'meeting', 'friend', 'shortly']","['hey', 'miss', 'tm', 'last', 'night', 'phone', 'charg', 'smile', 'meet', 'friend', 'shortli']","['hey', 'miss', 'tm', 'last', 'night', 'phone', 'charg', 'smile', 'meet', 'friend', 'shortli']"
ham,"Whatever, juliana. Do whatever you want.",,,,whatever juliana do whatever you want,"['whatever', 'juliana', 'do', 'whatever', 'you', 'want']","['whatever', 'juliana', 'whatever', 'want']","['whatev', 'juliana', 'whatev', 'want']","['whatev', 'juliana', 'whatev', 'want']"
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",,,,friendship is not a game to play it is not a word to say it doesnt start on march and ends on may it is tomorrow yesterday today and e,"['friendship', 'is', 'not', 'a', 'game', 'to', 'play', 'it', 'is', 'not', 'a', 'word', 'to', 'say', 'it', 'doesnt', 'start', 'on', 'march', 'and', 'ends', 'on', 'may', 'it', 'is', 'tomorrow', 'yesterday', 'today', 'and', 'e']","['friendship', 'game', 'play', 'word', 'say', 'doesnt', 'start', 'march', 'ends', 'may', 'tomorrow', 'yesterday', 'today', 'e']","['friendship', 'game', 'play', 'word', 'say', 'doesnt', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']","['friendship', 'game', 'play', 'word', 'say', 'doesnt', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']"
spam,Ringtone Club: Gr8 new polys direct to your mobile every week !,,,,ringtone club gr new polys direct to your mobile every week,"['ringtone', 'club', 'gr', 'new', 'polys', 'direct', 'to', 'your', 'mobile', 'every', 'week']","['ringtone', 'club', 'gr', 'new', 'polys', 'direct', 'mobile', 'every', 'week']","['rington', 'club', 'gr', 'new', 'poli', 'direct', 'mobil', 'everi', 'week']","['rington', 'club', 'gr', 'new', 'poli', 'direct', 'mobil', 'everi', 'week']"
ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta.",,,,hello sort of out in town already that so dont rush home i am eating nachos will let you know eta,"['hello', 'sort', 'of', 'out', 'in', 'town', 'already', 'that', 'so', 'dont', 'rush', 'home', 'i', 'am', 'eating', 'nachos', 'will', 'let', 'you', 'know', 'eta']","['hello', 'sort', 'town', 'already', 'dont', 'rush', 'home', 'eating', 'nachos', 'let', 'know', 'eta']","['hello', 'sort', 'town', 'alreadi', 'dont', 'rush', 'home', 'eat', 'nacho', 'let', 'know', 'eta']","['hello', 'sort', 'town', 'alreadi', 'dont', 'rush', 'home', 'eat', 'nacho', 'let', 'know', 'eta']"
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...,,,,ok lor anyway i thk we cant get tickets now cos like quite late already u wan go look ur frens a not darren is wif them now,"['ok', 'lor', 'anyway', 'i', 'thk', 'we', 'cant', 'get', 'tickets', 'now', 'cos', 'like', 'quite', 'late', 'already', 'u', 'wan', 'go', 'look', 'ur', 'frens', 'a', 'not', 'darren', 'is', 'wif', 'them', 'now']","['ok', 'lor', 'anyway', 'thk', 'cant', 'get', 'tickets', 'cos', 'like', 'quite', 'late', 'already', 'u', 'wan', 'go', 'look', 'ur', 'frens', 'darren', 'wif']","['ok', 'lor', 'anyway', 'thk', 'cant', 'get', 'ticket', 'co', 'like', 'quit', 'late', 'alreadi', 'u', 'wan', 'go', 'look', 'ur', 'fren', 'darren', 'wif']","['ok', 'lor', 'anyway', 'thk', 'cant', 'get', 'ticket', 'co', 'like', 'quit', 'late', 'alreadi', 'u', 'wan', 'go', 'look', 'ur', 'fren', 'darren', 'wif']"
spam,(Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,,bank of granite issues strongbuy explosive pick for our members up over nasdaq symbol cdgt that is a per,"['bank', 'of', 'granite', 'issues', 'strongbuy', 'explosive', 'pick', 'for', 'our', 'members', 'up', 'over', 'nasdaq', 'symbol', 'cdgt', 'that', 'is', 'a', 'per']","['bank', 'granite', 'issues', 'strongbuy', 'explosive', 'pick', 'members', 'nasdaq', 'symbol', 'cdgt', 'per']","['bank', 'granit', 'issu', 'strongbuy', 'explos', 'pick', 'member', 'nasdaq', 'symbol', 'cdgt', 'per']","['bank', 'granit', 'issu', 'strongbuy', 'explos', 'pick', 'member', 'nasdaq', 'symbol', 'cdgt', 'per']"
ham,I am on the way to ur home,,,,i am on the way to ur home,"['i', 'am', 'on', 'the', 'way', 'to', 'ur', 'home']","['way', 'ur', 'home']","['way', 'ur', 'home']","['way', 'ur', 'home']"
ham,"Dizzamn, aight I'll ask my suitemates when I get back",,,,dizzamn aight ill ask my suitemates when i get back,"['dizzamn', 'aight', 'ill', 'ask', 'my', 'suitemates', 'when', 'i', 'get', 'back']","['dizzamn', 'aight', 'ill', 'ask', 'suitemates', 'get', 'back']","['dizzamn', 'aight', 'ill', 'ask', 'suitem', 'get', 'back']","['dizzamn', 'aight', 'ill', 'ask', 'suitem', 'get', 'back']"
ham,"Nimbomsons. Yep phone knows that one. Obviously, cos thats a real word",,,,nimbomsons yep phone knows that one obviously cos thats a real word,"['nimbomsons', 'yep', 'phone', 'knows', 'that', 'one', 'obviously', 'cos', 'thats', 'a', 'real', 'word']","['nimbomsons', 'yep', 'phone', 'knows', 'one', 'obviously', 'cos', 'thats', 'real', 'word']","['nimbomson', 'yep', 'phone', 'know', 'one', 'obvious', 'co', 'that', 'real', 'word']","['nimbomson', 'yep', 'phone', 'know', 'one', 'obvious', 'co', 'that', 'real', 'word']"
ham,I love to cuddle! I want to hold you in my strong arms right now...,,,,i love to cuddle i want to hold you in my strong arms right now,"['i', 'love', 'to', 'cuddle', 'i', 'want', 'to', 'hold', 'you', 'in', 'my', 'strong', 'arms', 'right', 'now']","['love', 'cuddle', 'want', 'hold', 'strong', 'arms', 'right']","['love', 'cuddl', 'want', 'hold', 'strong', 'arm', 'right']","['love', 'cuddl', 'want', 'hold', 'strong', 'arm', 'right']"
ham,R u in this continent?,,,,r u in this continent,"['r', 'u', 'in', 'this', 'continent']","['r', 'u', 'continent']","['r', 'u', 'contin']","['r', 'u', 'contin']"
ham,We'll you pay over like  &lt;#&gt; yrs so its not too difficult,,,,well you pay over like ltgt yrs so its not too difficult,"['well', 'you', 'pay', 'over', 'like', 'ltgt', 'yrs', 'so', 'its', 'not', 'too', 'difficult']","['well', 'pay', 'like', 'ltgt', 'yrs', 'difficult']","['well', 'pay', 'like', 'ltgt', 'yr', 'difficult']","['well', 'pay', 'like', 'ltgt', 'yr', 'difficult']"
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,,bored housewives chat n date now btnational rate pmin only from landlines,"['bored', 'housewives', 'chat', 'n', 'date', 'now', 'btnational', 'rate', 'pmin', 'only', 'from', 'landlines']","['bored', 'housewives', 'chat', 'n', 'date', 'btnational', 'rate', 'pmin', 'landlines']","['bore', 'housew', 'chat', 'n', 'date', 'btnation', 'rate', 'pmin', 'landlin']","['bore', 'housew', 'chat', 'n', 'date', 'btnation', 'rate', 'pmin', 'landlin']"
spam,We tried to call you re your reply to our sms for a video mobile 750 mins UNLIMITED TEXT free camcorder Reply or call now 08000930705 Del Thurs,,,,we tried to call you re your reply to our sms for a video mobile mins unlimited text free camcorder reply or call now del thurs,"['we', 'tried', 'to', 'call', 'you', 're', 'your', 'reply', 'to', 'our', 'sms', 'for', 'a', 'video', 'mobile', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'or', 'call', 'now', 'del', 'thurs']","['tried', 'call', 'reply', 'sms', 'video', 'mobile', 'mins', 'unlimited', 'text', 'free', 'camcorder', 'reply', 'call', 'del', 'thurs']","['tri', 'call', 'repli', 'sm', 'video', 'mobil', 'min', 'unlimit', 'text', 'free', 'camcord', 'repli', 'call', 'del', 'thur']","['tri', 'call', 'repli', 'sm', 'video', 'mobil', 'min', 'unlimit', 'text', 'free', 'camcord', 'repli', 'call', 'del', 'thur']"
ham,K...k...when will you give treat?,,,,kkwhen will you give treat,"['kkwhen', 'will', 'you', 'give', 'treat']","['kkwhen', 'give', 'treat']","['kkwhen', 'give', 'treat']","['kkwhen', 'give', 'treat']"
spam,"This is the 2nd time we have tried to contact u. U have won the å£400 prize. 2 claim is easy, just call 087104711148 NOW! Only 10p per minute. BT-national-rate",,,,this is the nd time we have tried to contact u u have won the å prize claim is easy just call now only p per minute btnationalrate,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', 'å', 'prize', 'claim', 'is', 'easy', 'just', 'call', 'now', 'only', 'p', 'per', 'minute', 'btnationalrate']","['nd', 'time', 'tried', 'contact', 'u', 'u', 'å', 'prize', 'claim', 'easy', 'call', 'p', 'per', 'minute', 'btnationalrate']","['nd', 'time', 'tri', 'contact', 'u', 'u', 'å', 'prize', 'claim', 'easi', 'call', 'p', 'per', 'minut', 'btnationalr']","['nd', 'time', 'tri', 'contact', 'u', 'u', 'å', 'prize', 'claim', 'easi', 'call', 'p', 'per', 'minut', 'btnationalr']"
ham,He's just gonna worry for nothing. And he won't give you money its no use.,,,,hes just gonna worry for nothing and he wont give you money its no use,"['hes', 'just', 'gonna', 'worry', 'for', 'nothing', 'and', 'he', 'wont', 'give', 'you', 'money', 'its', 'no', 'use']","['hes', 'gonna', 'worry', 'nothing', 'wont', 'give', 'money', 'use']","['he', 'gonna', 'worri', 'noth', 'wont', 'give', 'money', 'use']","['he', 'gonna', 'worri', 'noth', 'wont', 'give', 'money', 'use']"
ham,Did you get any gift? This year i didnt get anything. So bad,,,,did you get any gift this year i didnt get anything so bad,"['did', 'you', 'get', 'any', 'gift', 'this', 'year', 'i', 'didnt', 'get', 'anything', 'so', 'bad']","['get', 'gift', 'year', 'didnt', 'get', 'anything', 'bad']","['get', 'gift', 'year', 'didnt', 'get', 'anyth', 'bad']","['get', 'gift', 'year', 'didnt', 'get', 'anyth', 'bad']"
ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,,,,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true goodnite amp sweet dreams,"['somewhere', 'out', 'there', 'beneath', 'the', 'pale', 'moon', 'light', 'someone', 'think', 'in', 'of', 'u', 'some', 'where', 'out', 'there', 'where', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']","['somewhere', 'beneath', 'pale', 'moon', 'light', 'someone', 'think', 'u', 'dreams', 'come', 'true', 'goodnite', 'amp', 'sweet', 'dreams']","['somewher', 'beneath', 'pale', 'moon', 'light', 'someon', 'think', 'u', 'dream', 'come', 'true', 'goodnit', 'amp', 'sweet', 'dream']","['somewher', 'beneath', 'pale', 'moon', 'light', 'someon', 'think', 'u', 'dream', 'come', 'true', 'goodnit', 'amp', 'sweet', 'dream']"
ham,Well there's a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that I'm a weed fiend/make them smoke too much/impede their doing other things so you see how I'm hesitant,,,,well theres a pattern emerging of my friends telling me to drive up and come smoke with them and then telling me that im a weed fiendmake them smoke too muchimpede their doing other things so you see how im hesitant,"['well', 'theres', 'a', 'pattern', 'emerging', 'of', 'my', 'friends', 'telling', 'me', 'to', 'drive', 'up', 'and', 'come', 'smoke', 'with', 'them', 'and', 'then', 'telling', 'me', 'that', 'im', 'a', 'weed', 'fiendmake', 'them', 'smoke', 'too', 'muchimpede', 'their', 'doing', 'other', 'things', 'so', 'you', 'see', 'how', 'im', 'hesitant']","['well', 'theres', 'pattern', 'emerging', 'friends', 'telling', 'drive', 'come', 'smoke', 'telling', 'im', 'weed', 'fiendmake', 'smoke', 'muchimpede', 'things', 'see', 'im', 'hesitant']","['well', 'there', 'pattern', 'emerg', 'friend', 'tell', 'drive', 'come', 'smoke', 'tell', 'im', 'weed', 'fiendmak', 'smoke', 'muchimped', 'thing', 'see', 'im', 'hesit']","['well', 'there', 'pattern', 'emerg', 'friend', 'tell', 'drive', 'come', 'smoke', 'tell', 'im', 'weed', 'fiendmak', 'smoke', 'muchimped', 'thing', 'see', 'im', 'hesit']"
ham,", ow u dey.i paid 60,400thousad.i told  u would call . ",,,,ow u deyi paid thousadi told u would call,"['ow', 'u', 'deyi', 'paid', 'thousadi', 'told', 'u', 'would', 'call']","['ow', 'u', 'deyi', 'paid', 'thousadi', 'told', 'u', 'would', 'call']","['ow', 'u', 'deyi', 'paid', 'thousadi', 'told', 'u', 'would', 'call']","['ow', 'u', 'deyi', 'paid', 'thousadi', 'told', 'u', 'would', 'call']"
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx,,,,im fine babes aint been up much tho saw scary movie yest its quite funny want mrw afternoon at town or mall or sumthinxx,"['im', 'fine', 'babes', 'aint', 'been', 'up', 'much', 'tho', 'saw', 'scary', 'movie', 'yest', 'its', 'quite', 'funny', 'want', 'mrw', 'afternoon', 'at', 'town', 'or', 'mall', 'or', 'sumthinxx']","['im', 'fine', 'babes', 'aint', 'much', 'tho', 'saw', 'scary', 'movie', 'yest', 'quite', 'funny', 'want', 'mrw', 'afternoon', 'town', 'mall', 'sumthinxx']","['im', 'fine', 'babe', 'aint', 'much', 'tho', 'saw', 'scari', 'movi', 'yest', 'quit', 'funni', 'want', 'mrw', 'afternoon', 'town', 'mall', 'sumthinxx']","['im', 'fine', 'babe', 'aint', 'much', 'tho', 'saw', 'scari', 'movi', 'yest', 'quit', 'funni', 'want', 'mrw', 'afternoon', 'town', 'mall', 'sumthinxx']"
ham,I'm reaching home in 5 min.,,,,im reaching home in min,"['im', 'reaching', 'home', 'in', 'min']","['im', 'reaching', 'home', 'min']","['im', 'reach', 'home', 'min']","['im', 'reach', 'home', 'min']"
ham,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx",,,,forgot you were working today wanna chat but things are ok so drop me a text when youre free bored etc and ill ring hope all is well nose essay and all xx,"['forgot', 'you', 'were', 'working', 'today', 'wanna', 'chat', 'but', 'things', 'are', 'ok', 'so', 'drop', 'me', 'a', 'text', 'when', 'youre', 'free', 'bored', 'etc', 'and', 'ill', 'ring', 'hope', 'all', 'is', 'well', 'nose', 'essay', 'and', 'all', 'xx']","['forgot', 'working', 'today', 'wanna', 'chat', 'things', 'ok', 'drop', 'text', 'youre', 'free', 'bored', 'etc', 'ill', 'ring', 'hope', 'well', 'nose', 'essay', 'xx']","['forgot', 'work', 'today', 'wanna', 'chat', 'thing', 'ok', 'drop', 'text', 'your', 'free', 'bore', 'etc', 'ill', 'ring', 'hope', 'well', 'nose', 'essay', 'xx']","['forgot', 'work', 'today', 'wanna', 'chat', 'thing', 'ok', 'drop', 'text', 'your', 'free', 'bore', 'etc', 'ill', 'ring', 'hope', 'well', 'nose', 'essay', 'xx']"
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel ,,,,ha then we must walk to everywhere cannot take tram my cousin said can walk to vic market from our hotel,"['ha', 'then', 'we', 'must', 'walk', 'to', 'everywhere', 'cannot', 'take', 'tram', 'my', 'cousin', 'said', 'can', 'walk', 'to', 'vic', 'market', 'from', 'our', 'hotel']","['ha', 'must', 'walk', 'everywhere', 'cannot', 'take', 'tram', 'cousin', 'said', 'walk', 'vic', 'market', 'hotel']","['ha', 'must', 'walk', 'everywher', 'cannot', 'take', 'tram', 'cousin', 'said', 'walk', 'vic', 'market', 'hotel']","['ha', 'must', 'walk', 'everywher', 'cannot', 'take', 'tram', 'cousin', 'said', 'walk', 'vic', 'market', 'hotel']"
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",,,,wan win a meetgreet with westlife u or a m they are currently on what tour unbreakable untamed unkempt text or to cost p std text,"['wan', 'win', 'a', 'meetgreet', 'with', 'westlife', 'u', 'or', 'a', 'm', 'they', 'are', 'currently', 'on', 'what', 'tour', 'unbreakable', 'untamed', 'unkempt', 'text', 'or', 'to', 'cost', 'p', 'std', 'text']","['wan', 'win', 'meetgreet', 'westlife', 'u', 'currently', 'tour', 'unbreakable', 'untamed', 'unkempt', 'text', 'cost', 'p', 'std', 'text']","['wan', 'win', 'meetgreet', 'westlif', 'u', 'current', 'tour', 'unbreak', 'untam', 'unkempt', 'text', 'cost', 'p', 'std', 'text']","['wan', 'win', 'meetgreet', 'westlif', 'u', 'current', 'tour', 'unbreak', 'untam', 'unkempt', 'text', 'cost', 'p', 'std', 'text']"
spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,,,,please call our customer service representative on freephone between ampm as you have won a guaranteed å cash or å prize,"['please', 'call', 'our', 'customer', 'service', 'representative', 'on', 'freephone', 'between', 'ampm', 'as', 'you', 'have', 'won', 'a', 'guaranteed', 'å', 'cash', 'or', 'å', 'prize']","['please', 'call', 'customer', 'service', 'representative', 'freephone', 'ampm', 'guaranteed', 'å', 'cash', 'å', 'prize']","['pleas', 'call', 'custom', 'servic', 'repres', 'freephon', 'ampm', 'guarante', 'å', 'cash', 'å', 'prize']","['plea', 'call', 'custom', 'servic', 'repres', 'freephon', 'ampm', 'guarante', 'å', 'cash', 'å', 'prize']"
ham,Discussed with your mother ah?,,,,discussed with your mother ah,"['discussed', 'with', 'your', 'mother', 'ah']","['discussed', 'mother', 'ah']","['discuss', 'mother', 'ah']","['discus', 'mother', 'ah']"
ham,Ok.,,,,ok,['ok'],['ok'],['ok'],['ok']
